,ORGANIZATION NAME,ORGANIZATION ID (IPF),PROJECT NUMBER,FUNDING MECHANISM,NIH REFERENCE,PI NAME,PI PERSON ID,PROJECT TITLE,DEPT NAME,NIH DEPT COMBINING NAME,NIH MC COMBINING NAME,DIRECT COST,INDIRECT COST,FUNDING,CONGRESSIONAL DISTRICT,CITY,STATE OR COUNTRY NAME,ZIP CODE,ATTRIBUTED TO MEDICAL SCHOOL,MEDICAL SCHOOL LOCATION,INSTITUTION TYPE,AWARD NOTICE DATE,FOA,MONTH,YEAR,LON,LAT,COUNTY,FIPS
1807,GEORGETOWN UNIVERSITY,2869001,3R01AG067258-04S1,RPGs - Non SBIR/STTR,10765106,"REBECK, G WILLIAM",1884267,APOE4 promotes pathogenesis in a mouse model of cancer chemotherapy-induced cognitive impairment,NEUROSCIENCE,NEUROSCIENCES,SCHOOLS OF MEDICINE,"$19,046 ","$9,382 ","$28,428 ",98,WASHINGTON,DIST OF COL,20057,Y,GEORGETOWN UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,1/23/2023,PA19-056,1.0,2023.0,-77.0163,38.9047,DISTRICT OF COLUMBIA,11001.0
1808,GEORGETOWN UNIVERSITY,2869001,5R01DC016902-05,RPGs - Non SBIR/STTR,10527367,"NEWPORT, ELISSA L",1863781,Language and cognition after perinatal stroke,REHABILITATION MEDICINE,PHYSICAL MEDICINE & REHAB,SCHOOLS OF MEDICINE,"$415,561 ","$178,603 ","$594,164 ",98,WASHINGTON,DIST OF COL,20057,Y,GEORGETOWN UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,11/17/2022,PA18-484,11.0,2022.0,-77.0163,38.9047,DISTRICT OF COLUMBIA,11001.0
1809,GEORGETOWN UNIVERSITY,2869001,5T32GM144880-02,Training - Institutional,10551835,"MAGUIRE-ZEISS, KATHLEEN ANNE",1939056,Georgetown University Initiative for Maximizing Student Development (IMSD),NEUROSCIENCE,NEUROSCIENCES,SCHOOLS OF MEDICINE,"$418,016 ","$21,601 ","$439,617 ",98,WASHINGTON,DIST OF COL,20057,Y,GEORGETOWN UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,1/31/2023,PAR21-025,1.0,2023.0,-77.0163,38.9047,DISTRICT OF COLUMBIA,11001.0
1810,GEORGETOWN UNIVERSITY,2869001,5R01AG067258-04,RPGs - Non SBIR/STTR,10565894,"REBECK, G WILLIAM",1884267,APOE4 promotes pathogenesis in a mouse model of cancer chemotherapy-induced cognitive impairment,NEUROSCIENCE,NEUROSCIENCES,SCHOOLS OF MEDICINE,"$250,000 ","$136,920 ","$386,920 ",98,WASHINGTON,DIST OF COL,20057,Y,GEORGETOWN UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,1/18/2023,PA19-056,1.0,2023.0,-77.0163,38.9047,DISTRICT OF COLUMBIA,11001.0
1811,GEORGETOWN UNIVERSITY,2869001,5R01AG077002-02,RPGs - Non SBIR/STTR,10615111,"CONANT, KATHERINE E",7092039,ECM regulation and neuronal plasticity in mice harboring a common risk allele for Alzheimer's,NEUROSCIENCE,NEUROSCIENCES,SCHOOLS OF MEDICINE,"$250,000 ","$140,000 ","$390,000 ",98,WASHINGTON,DIST OF COL,20057,Y,GEORGETOWN UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,2/9/2023,PA20-185,2.0,2023.0,-77.0163,38.9047,DISTRICT OF COLUMBIA,11001.0
1812,GEORGETOWN UNIVERSITY,2869001,3U01AI148307-02S1,RPGs - Non SBIR/STTR,10724654,"LAIAKIS, EVAGELIA CHRISTOS",10390745,Targeted Biomarker Panels and Pre-processing Device for the Rapid Assessment of Radiation Injury in Easily Accessible Biofluids,ONCOLOGY,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$165,000 ",$0 ,"$165,000 ",98,WASHINGTON,DIST OF COL,20057,Y,GEORGETOWN UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,12/16/2022,PA20-272,12.0,2022.0,-77.0163,38.9047,DISTRICT OF COLUMBIA,11001.0
1813,GEORGETOWN UNIVERSITY,2869001,5R03DK131250-02,RPGs - Non SBIR/STTR,10546446,"NAIR, SREEJITH JANARDHANAN",12299541,Genomic strategies to identify novel gene regulatory mechanisms by ligand-activated transcriptional enhancers,,NONE,UNAVAILABLE,"$75,000 ","$42,000 ","$117,000 ",98,WASHINGTON,DIST OF COL,20057,,GEORGETOWN UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,1/27/2023,PAR19-365,1.0,2023.0,-77.0163,38.9047,DISTRICT OF COLUMBIA,11001.0
1814,GEORGETOWN UNIVERSITY,2869001,5R01ES031611-03,RPGs - Non SBIR/STTR,10529335,"DE ASSIS, SONIA",9703657,Paternal DDT exposure and programming of metabolic dysfunction and cancer in offspring: Understanding the role of sperm mirnas and placenta development,ONCOLOGY,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$348,909 ","$195,389 ","$544,298 ",98,WASHINGTON,DIST OF COL,20057,Y,GEORGETOWN UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,12/2/2022,PA19-056,12.0,2022.0,-77.0163,38.9047,DISTRICT OF COLUMBIA,11001.0
1815,GEORGETOWN UNIVERSITY,2869001,5R01MH125996-02,RPGs - Non SBIR/STTR,10544517,"OSTROUMOV, ALEXEY",12575008,The Impact of Stress-induced KCC2 Downregulation on Mesolimbic Dopamine Signaling and Reward Processing,PHARMACOLOGY AND PHYSIOLOGY,PHARMACOLOGY,SCHOOLS OF MEDICINE,"$225,000 ","$123,228 ","$348,228 ",98,WASHINGTON,DIST OF COL,20057,Y,GEORGETOWN UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,11/9/2022,PA20-185,11.0,2022.0,-77.0163,38.9047,DISTRICT OF COLUMBIA,11001.0
1816,GEORGETOWN UNIVERSITY,2869001,5R21AG072327-02,RPGs - Non SBIR/STTR,10554278,"HUANG, JEFFREY K",11671598,Analysis of mouse models of premature glial senescence,BIOLOGY,BIOLOGY,GRADUATE SCHOOLS,"$125,000 ","$70,000 ","$195,000 ",98,WASHINGTON,DIST OF COL,20057,,GEORGETOWN UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,1/20/2023,PA20-195,1.0,2023.0,-77.0163,38.9047,DISTRICT OF COLUMBIA,11001.0
1817,GEORGETOWN UNIVERSITY,2869001,1R01CA270153-01A1,RPGs - Non SBIR/STTR,10581923,"PEI, HUADONG",10465793,The role of histidine phosphorylation in the DNA alkylation damage response,NONE,NONE,ORGANIZED RESEARCH UNITS,"$246,897 ","$138,262 ","$385,159 ",98,WASHINGTON,DIST OF COL,20057,,GEORGETOWN UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,1/27/2023,PA20-185,1.0,2023.0,-77.0163,38.9047,DISTRICT OF COLUMBIA,11001.0
1818,GEORGIA INSTITUTE OF TECHNOLOGY,676603,5R35GM139594-03,RPGs - Non SBIR/STTR,10544334,"MCGRATH, PATRICK T",8120060,Identification and study of adaptive mutations and phenotypes using laboratory growth of C. elegans,SCHOOL OF BIOMEDICAL ENGINEERING,ENGINEERING (ALL TYPES),BIOMED ENGR/COL ENGR/ENGR STA,"$225,000 ","$130,950 ","$355,950 ",5,ATLANTA,GEORGIA,30332,,,Domestic Higher Education,1/4/2023,PAR19-367,1.0,2023.0,-84.422,33.7628,FULTON,13121.0
1819,GEORGIA INSTITUTE OF TECHNOLOGY,676603,5R21CA260247-02,RPGs - Non SBIR/STTR,10563185,"KWONG, GABRIEL A",10554748,Bioinspired nanovectors for CRISPR/Cas9-mediated CAR T cell manufacturing,SCHOOL OF BIOMEDICAL ENGINEERING,ENGINEERING (ALL TYPES),BIOMED ENGR/COL ENGR/ENGR STA,"$114,538 ","$66,661 ","$181,199 ",5,ATLANTA,GEORGIA,30332,,,Domestic Higher Education,1/31/2023,PAR19-149,1.0,2023.0,-84.422,33.7628,FULTON,13121.0
1820,GEORGIA INSTITUTE OF TECHNOLOGY,676603,5R01MH130064-02,RPGs - Non SBIR/STTR,10570256,"LU, HANG",7852970,"Modularly built, complete, coordinate- and template-free brain atlases",SCHOOL OF CHEMICAL & BIOMOLECULAR ENGR,ENGINEERING (ALL TYPES),BIOMED ENGR/COL ENGR/ENGR STA,"$553,593 ","$106,137 ","$659,730 ",5,ATLANTA,GEORGIA,30332,,,Domestic Higher Education,1/18/2023,PA20-185,1.0,2023.0,-84.422,33.7628,FULTON,13121.0
1821,GEORGIA INSTITUTE OF TECHNOLOGY,676603,5R00EY030840-05,RPGs - Non SBIR/STTR,10556343,"CHOI, HANNAH",12630708,"Bridging structure, dynamics, and information processing in brain networks",SCHOOL OF MATHEMATICS,BIOSTATISTICS & OTHER MATH SCI,SCHOOLS OF ARTS AND SCIENCES,"$150,204 ","$81,651 ","$231,855 ",5,ATLANTA,GEORGIA,30332,,,Domestic Higher Education,1/12/2023,PAR18-814,1.0,2023.0,-84.422,33.7628,FULTON,13121.0
1822,GEORGIA INSTITUTE OF TECHNOLOGY,676603,5R01EB029331-04,RPGs - Non SBIR/STTR,10526413,"DEGERTEKIN, F. LEVENT",8245590,Acousto-optical RF field sensors for safer diagnostic and interventional MRI,SCHOOL OF MECHANICAL ENGINEERING,ENGINEERING (ALL TYPES),BIOMED ENGR/COL ENGR/ENGR STA,"$288,779 ","$100,579 ","$389,358 ",5,ATLANTA,GEORGIA,30332,,,Domestic Higher Education,12/5/2022,PA19-056,12.0,2022.0,-84.422,33.7628,FULTON,13121.0
1823,GEORGIA SOUTHERN UNIVERSITY,676610,1R15CA277652-01,RPGs - Non SBIR/STTR,10580214,"AIKEN, KARELLE",11601748,The Design and Study of Anticancer Therapeutics Inspired by Natural Substrates of LAT1,CHEMISTRY,CHEMISTRY,SCHOOLS OF ARTS AND SCIENCES,"$299,095 ","$115,784 ","$414,879 ",12,STATESBORO,GEORGIA,30460,,,Domestic Higher Education,2/8/2023,PAR21-155,2.0,2023.0,-81.7751,32.4375,BULLOCH,13031.0
1824,GEORGIA SOUTHERN UNIVERSITY,676610,1R15GM148962-01,RPGs - Non SBIR/STTR,10580308,"JIA, DONGYU",11945458,Developmental regulation of epithelial cell cuboidal-to-squamous transition in Drosophila follicle,BIOLOGY,BIOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$300,000 ","$126,000 ","$426,000 ",12,STATESBORO,GEORGIA,30460,,,Domestic Higher Education,12/28/2022,PAR21-155,12.0,2022.0,-81.7751,32.4375,BULLOCH,13031.0
1825,GEORGIA STATE UNIVERSITY,676604,5R01MH121603-04,RPGs - Non SBIR/STTR,10516727,"DE VRIES, GEERT J.",6172065,Sex Differences in the Neural Control of Social Behavior,NEUROSCIENCE INSTITUTE,NEUROSCIENCES,SCHOOLS OF ARTS AND SCIENCES,"$225,000 ","$126,000 ","$351,000 ",5,ATLANTA,GEORGIA,30302,,,Domestic Higher Education,11/14/2022,PA19-056,11.0,2022.0,-84.422,33.7628,FULTON,13121.0
1826,GEORGIA STATE UNIVERSITY,676604,5R01DK120907-04,RPGs - Non SBIR/STTR,10534223,"DENNING, TIMOTHY L",9043723,IL-36 cytokines and gut immunity,INSTITUTE FOR BIOMEDICAL SCIENCES,MISCELLANEOUS,ORGANIZED RESEARCH UNITS,"$268,465 ","$150,340 ","$418,805 ",5,ATLANTA,GEORGIA,30302,,,Domestic Higher Education,12/2/2022,PA19-056,12.0,2022.0,-84.422,33.7628,FULTON,13121.0
1827,GEORGIA STATE UNIVERSITY,676604,5R01AI143844-05,RPGs - Non SBIR/STTR,10549821,"WANG, BAOZHONG",9011539,Multivalent nanocluster universal influenza vaccine given by microneedle patch,INSTITUTE FOR BIOMEDICAL SCIENCES,MISCELLANEOUS,ORGANIZED RESEARCH UNITS,"$630,808 ","$138,044 ","$768,852 ",5,ATLANTA,GEORGIA,30302,,,Domestic Higher Education,1/18/2023,PA18-484,1.0,2023.0,-84.422,33.7628,FULTON,13121.0
1828,GEORGIA STATE UNIVERSITY,676604,5R01HL153333-03,RPGs - Non SBIR/STTR,10550186,"DING, YE",14297174,Elucidating Vascular Neuropilin 1 (NRP1) Functions in Response to Novel Interactions with Insulin Substrates,CENTER FOR MOLECULAR AND TRANSLATIONAL MEDICINE,MISCELLANEOUS,ORGANIZED RESEARCH UNITS,"$225,000 ","$126,000 ","$351,000 ",5,ATLANTA,GEORGIA,30302,,,Domestic Higher Education,1/19/2023,PA19-056,1.0,2023.0,-84.422,33.7628,FULTON,13121.0
1829,GEORGIA STATE UNIVERSITY,676604,5R01HL162575-02,RPGs - Non SBIR/STTR,10531928,"STERN, JAVIER E",6797319,Inverse neurovascular coupling in the hypothalamus and its role in positive feedback regulation of Vasopressin neurons in health and disease,NEUROSCIENCE INSTITUTE,NEUROSCIENCES,SCHOOLS OF ARTS AND SCIENCES,"$520,630 ","$151,306 ","$671,936 ",5,ATLANTA,GEORGIA,30302,,,Domestic Higher Education,11/23/2022,PA20-185,11.0,2022.0,-84.422,33.7628,FULTON,13121.0
1830,GEORGIA STATE UNIVERSITY,676604,5R01DA051002-03,RPGs - Non SBIR/STTR,10540695,"WEAVER, SCOTT R",11040739,Uptake and Patterns of Use of the IQOS Heated Tobacco System by US Smokers,INSTITUTE OF PUBLIC HEALTH,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF PUBLIC HEALTH,"$299,527 ","$167,735 ","$467,262 ",5,ATLANTA,GEORGIA,30302,,,Domestic Higher Education,12/13/2022,RFAOD19-028,12.0,2022.0,-84.422,33.7628,FULTON,13121.0
1831,GEORGIA STATE UNIVERSITY,676604,5R01DK083890-13,RPGs - Non SBIR/STTR,10549288,"GEWIRTZ, ANDREW T",1890075,Host-Microbiota-Diet Interactions in Metabolic Syndrome and IBD,INSTITUTE FOR BIOMEDICAL SCIENCES,MISCELLANEOUS,ORGANIZED RESEARCH UNITS,"$346,591 ","$176,228 ","$522,819 ",5,ATLANTA,GEORGIA,30302,,,Domestic Higher Education,1/12/2023,PA19-056,1.0,2023.0,-84.422,33.7628,FULTON,13121.0
1832,GEORGIA STATE UNIVERSITY,676604,3R01DK125081-04S1,RPGs - Non SBIR/STTR,10621522,"XUE, BINGZHONG",9491835,Crosstalk between sensory ghrelin signaling and adipose tissue sympathetic outflow regulates metabolic homeostasis,BIOLOGY,BIOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$80,875 ","$45,290 ","$126,165 ",5,ATLANTA,GEORGIA,30302,,,Domestic Higher Education,1/31/2023,PA19-056,1.0,2023.0,-84.422,33.7628,FULTON,13121.0
1833,GEORGIA STATE UNIVERSITY,676604,5R01DK125081-04,RPGs - Non SBIR/STTR,10555316,"XUE, BINGZHONG",9491835,Crosstalk between sensory ghrelin signaling and adipose tissue sympathetic outflow regulates metabolic homeostasis,BIOLOGY,BIOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$391,111 ","$126,093 ","$517,204 ",5,ATLANTA,GEORGIA,30302,,,Domestic Higher Education,1/30/2023,PA19-056,1.0,2023.0,-84.422,33.7628,FULTON,13121.0
1834,GEORGIA STATE UNIVERSITY,676604,5R00MH120327-05,RPGs - Non SBIR/STTR,10527373,"BOLTON, JESSICA LYNN",12081094,Defining the Role of Microglia in the Synaptic Rewiring of the Hypothalamus by Early life Adversity,NEUROSCIENCE INSTITUTE,NEUROSCIENCES,SCHOOLS OF ARTS AND SCIENCES,"$159,615 ","$89,384 ","$248,999 ",5,ATLANTA,GEORGIA,30302,,,Domestic Higher Education,11/4/2022,PA18-398,11.0,2022.0,-84.422,33.7628,FULTON,13121.0
1835,GEORGIA STATE UNIVERSITY,676604,5R01DK099071-10,RPGs - Non SBIR/STTR,10542824,"GEWIRTZ, ANDREW T",1890075,DECONSTRUCTING INFLAMMATION AND ALTERED MICROBIOTA IN METABOLIC SYNDROME,INSTITUTE FOR BIOMEDICAL SCIENCES,MISCELLANEOUS,ORGANIZED RESEARCH UNITS,"$326,767 ","$169,336 ","$496,103 ",5,ATLANTA,GEORGIA,30302,,,Domestic Higher Education,12/5/2022,PA19-056,12.0,2022.0,-84.422,33.7628,FULTON,13121.0
1836,GEORGIA STATE UNIVERSITY,676604,5R01CA248551-03,RPGs - Non SBIR/STTR,10555184,"SELF-BROWN, SHANNON RENEE",9752592,Establishing smoke-free homes with families involved in child protective services: An effectiveness-implementation trial of an integrated program,CENTER FOR HEALTHY DEVELOPMENT,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF PUBLIC HEALTH,"$466,214 ","$167,806 ","$634,020 ",5,ATLANTA,GEORGIA,30302,,,Domestic Higher Education,1/26/2023,PAR18-559,1.0,2023.0,-84.422,33.7628,FULTON,13121.0
1837,GEORGIA STATE UNIVERSITY,676604,5R01MH118695-06,RPGs - Non SBIR/STTR,10559628,"CALHOUN, VINCE D",7117069,Dynamic imaging-genomic models for characterizing and predicting psychosis and mood disorders,PSYCHOLOGY,PSYCHOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$511,565 ","$164,137 ","$675,702 ",5,ATLANTA,GEORGIA,30302,,,Domestic Higher Education,2/1/2023,PA18-484,2.0,2023.0,-84.422,33.7628,FULTON,13121.0
1838,GEORGIA STATE UNIVERSITY,676604,5R01HL155178-03,RPGs - Non SBIR/STTR,10540346,"POON, GREGORY MAN KAI",9699650,Direct chemical control of the hematopoietic master transcription factor PU.1,CHEMISTRY,CHEMISTRY,SCHOOLS OF ARTS AND SCIENCES,"$225,000 ","$126,000 ","$351,000 ",5,ATLANTA,GEORGIA,30302,,,Domestic Higher Education,12/9/2022,PA19-056,12.0,2022.0,-84.422,33.7628,FULTON,13121.0
1839,GEORGIA STATE UNIVERSITY,676604,5R01MH123610-03,RPGs - Non SBIR/STTR,10559654,"CALHOUN, VINCE D",7117069,"Data-driven solutions for temporal, spatial, and spatiotemporal dynamic functional connectivity",CENTER FOR TRANSLATIONAL RESEARCH IN NEUROIMAGING AND DATA SCIENCE (TRENDS),MISCELLANEOUS,ORGANIZED RESEARCH UNITS,"$442,009 ","$153,035 ","$595,044 ",5,ATLANTA,GEORGIA,30302,,,Domestic Higher Education,2/7/2023,PA19-056,2.0,2023.0,-84.422,33.7628,FULTON,13121.0
1840,GEORGIA STATE UNIVERSITY,676604,5R01AR080154-02,RPGs - Non SBIR/STTR,10599252,"TSAI, LIANG-CHING",12262822,Regenerative Rehabilitative Principles in Modulating Weight Bearing and Joint Kinematics to Delay Post-Traumatic Knee Osteoarthritis,PHYSICAL THERAPY,OTHER HEALTH PROFESSIONS,SCH ALLIED HEALTH PROFESSIONS,"$306,369 ","$57,597 ","$363,966 ",5,ATLANTA,GEORGIA,30302,,,Domestic Higher Education,2/6/2023,PA20-185,2.0,2023.0,-84.422,33.7628,FULTON,13121.0
1841,GEORGIA STATE UNIVERSITY,676604,5R01AI141222-05,RPGs - Non SBIR/STTR,10544324,"PLEMPER, RICHARD K.",7033769,Development of a Broad-Spectrum Inhibitor against Seasonal and Highly-Pathogenic Influenza Viruses,INSTITUTE FOR BIOMEDICAL SCIENCES,MISCELLANEOUS,ORGANIZED RESEARCH UNITS,"$744,052 ","$169,168 ","$913,220 ",5,ATLANTA,GEORGIA,30302,,,Domestic Higher Education,11/28/2022,RFAAI17-026,11.0,2022.0,-84.422,33.7628,FULTON,13121.0
1842,GEORGIA STATE UNIVERSITY,676604,5R01MH122622-03,RPGs - Non SBIR/STTR,10569581,"ALBERS, ELLIOTT H",1901366,Sex-dependent regulation of social reward by oxytocin in the mesolimbic reward circuitry,NEUROSCIENCE INSTITUTE,NEUROSCIENCES,SCHOOLS OF ARTS AND SCIENCES,"$334,334 ","$187,227 ","$521,561 ",5,ATLANTA,GEORGIA,30302,,,Domestic Higher Education,1/17/2023,PA19-056,1.0,2023.0,-84.422,33.7628,FULTON,13121.0
1843,GEORGIA STATE UNIVERSITY,676604,5R01MH128176-02,RPGs - Non SBIR/STTR,10542428,"HAMM, JORDAN P",12186320,Sex differences in microglia-neuron-circuit interactions in adolescence,NEUROSCIENCE INSTITUTE,NEUROSCIENCES,SCHOOLS OF ARTS AND SCIENCES,"$225,000 ","$122,472 ","$347,472 ",5,ATLANTA,GEORGIA,30302,,,Domestic Higher Education,12/1/2022,PAR21-038,12.0,2022.0,-84.422,33.7628,FULTON,13121.0
1846,"GINER, INC.",1379901,1R44ES034314-01,RPGs - SBIR/STTR,10484041,"DWEIK, BADAWI M",6585391,Field Instrument for Assessment of Arsenic Exposure,,NONE,UNAVAILABLE,,,"$845,085 ",4,NEWTON,MASSACHUSETTS,2466,,,None,2/8/2023,PA21-259,2.0,2023.0,-71.2085,42.3316,MIDDLESEX,25017.0
1847,GLYCAN THERAPEUTICS CORPORATION,10034629,1R43GM149008-01,RPGs - SBIR/STTR,10599763,"SU, GUOWEI",16093361,Development of,,NONE,UNAVAILABLE,,,"$350,000 ",2,RALEIGH,NORTH CAROLINA,,,,,1/24/2023,PA21-259,1.0,2023.0,-78.6429,35.8324,WAKE,37183.0
1848,"GOEPPERT, LLC",10046739,1R43ES034321-01A1,RPGs - SBIR/STTR,10603099,"XIA, ZEHUI",16465991,Rapid and low-cost PFAS detection with advanced solid-state nanopore chips,,NONE,UNAVAILABLE,,,"$275,700 ",3,PHILADELPHIA,PENNSYLVANIA,,,,,12/28/2022,PA21-259,12.0,2022.0,-75.1339,40.0077,PHILADELPHIA,42101.0
1879,GRADUATE SCHOOL OF PUBLIC HEALTH AND HEALTH POLICY,10041176,1R01HD111044-01,RPGs - Non SBIR/STTR,10598720,"MCDERMOTT, SUZANNE W",1977026,A Randomized Intervention Trial to Increase Access to Reproductive Health Services among Adolescents and Young Adults with intellectual and Developmental Disabilities,"ENVIRONMENTAL, OCCUPATNL, AND GEOSPATIAL HEALTH SCIS",PUBLIC HEALTH & PREV MEDICINE,GRADUATE SCHOOLS,"$499,184 ","$292,141 ","$791,325 ",13,NEW YORK,NEW YORK,,,,Domestic Higher Education,2/2/2023,RFAHD23-005,2.0,2023.0,-73.9249,40.6943,QUEENS,36081.0
1880,H. LEE MOFFITT CANCER CTR & RES INST,3736101,5R03CA259873-02,RPGs - Non SBIR/STTR,10530677,"ANDOR, NOEMI",12597628,A framework to integrate live-cell imaging with single-cell sequencing and learn how cells adapt to new environments,,NONE,UNAVAILABLE,"$67,087 ","$14,599 ","$81,686 ",14,TAMPA,FLORIDA,33612,,,Research Institutes,12/2/2022,PAR20-052,12.0,2022.0,-82.4447,27.9945,HILLSBOROUGH,12057.0
1881,H. LEE MOFFITT CANCER CTR & RES INST,3736101,5P30CA076292-25,Research Centers,10558748,"CLEVELAND, JOHN L.",1877243,Moffitt Cancer Center Support Grant,,NONE,UNAVAILABLE,"$2,406,422 ","$1,648,400 ","$4,054,822 ",14,TAMPA,FLORIDA,33612,,,Research Institutes,2/10/2023,PAR20-043,2.0,2023.0,-82.4447,27.9945,HILLSBOROUGH,12057.0
1882,H. LEE MOFFITT CANCER CTR & RES INST,3736101,1R03AI175796-01,RPGs - Non SBIR/STTR,10646778,"BINNING, JENNIFER",12480114,The role of HPV E1 in regulating the NRF2-KEAP1 pathway,,NONE,UNAVAILABLE,"$50,000 ","$34,250 ","$84,250 ",14,TAMPA,FLORIDA,33612,,,Research Institutes,1/19/2023,PA20-200,1.0,2023.0,-82.4447,27.9945,HILLSBOROUGH,12057.0
1883,H. LEE MOFFITT CANCER CTR & RES INST,3736101,5R01CA231952-05,RPGs - Non SBIR/STTR,10523100,"VIDRINE, DAMON J.",7797484,Partnering with a State Food Bank to Provide Tobacco Treatment to Underserved Smokers,,NONE,UNAVAILABLE,"$346,476 ","$194,720 ","$541,196 ",14,TAMPA,FLORIDA,33612,,,Research Institutes,12/1/2022,PAR18-559,12.0,2022.0,-82.4447,27.9945,HILLSBOROUGH,12057.0
1884,H. LEE MOFFITT CANCER CTR & RES INST,3736101,1R01CA269721-01A1,RPGs - Non SBIR/STTR,10587461,"LYNCH, CONOR C",8846677,Role of ULK3 in Sensitive and Refractory Multiple Myeloma,,NONE,UNAVAILABLE,"$318,800 ","$218,378 ","$537,178 ",14,TAMPA,FLORIDA,33612,,,Research Institutes,12/16/2022,PA20-185,12.0,2022.0,-82.4447,27.9945,HILLSBOROUGH,12057.0
1885,H. LEE MOFFITT CANCER CTR & RES INST,3736101,5R01CA239219-04,RPGs - Non SBIR/STTR,10551327,"PILON-THOMAS, SHARI",8791968,Imaging Acidosis and Immune Therapy in PDAC,,NONE,UNAVAILABLE,"$406,698 ","$263,134 ","$669,832 ",14,TAMPA,FLORIDA,33612,,,Research Institutes,1/26/2023,PA19-056,1.0,2023.0,-82.4447,27.9945,HILLSBOROUGH,12057.0
1886,H. LEE MOFFITT CANCER CTR & RES INST,3736101,1R21CA277288-01,RPGs - Non SBIR/STTR,10577507,"RIX, UWE",11257671,Integrated fragment-based phenotypic screening and chemoproteomics for identification of novel small cell lung cancer-specific targets,,NONE,UNAVAILABLE,"$140,250 ","$96,071 ","$236,321 ",14,TAMPA,FLORIDA,33612,,,Research Institutes,2/2/2023,PAR20-292,2.0,2023.0,-82.4447,27.9945,HILLSBOROUGH,12057.0
1887,H. LEE MOFFITT CANCER CTR & RES INST,3736101,5R21CA267141-02,RPGs - Non SBIR/STTR,10543558,"SMALLEY, KEIRAN",9122670,Defining and targeting the epigenetic programs involved in melanoma development,,NONE,UNAVAILABLE,"$114,538 ","$78,459 ","$192,997 ",14,TAMPA,FLORIDA,33612,,,Research Institutes,2/10/2023,PAR20-292,2.0,2023.0,-82.4447,27.9945,HILLSBOROUGH,12057.0
1888,H. LEE MOFFITT CANCER CTR & RES INST,3736101,1R01CA275974-01,RPGs - Non SBIR/STTR,10561082,"PERES, LAUREN COLE",14491783,Methylomic basis of survival disparities among Black and White women with high-grade serous ovarian cancer,,NONE,UNAVAILABLE,"$481,627 ","$224,422 ","$706,049 ",14,TAMPA,FLORIDA,33612,,,Research Institutes,1/19/2023,PA20-185,1.0,2023.0,-82.4447,27.9945,HILLSBOROUGH,12057.0
1889,H. LEE MOFFITT CANCER CTR & RES INST,3736101,5R01CA227073-06,RPGs - Non SBIR/STTR,10531565,"DUCKETT, DEREK RONALD",9621640,Development of New Casein Kinase 1 Inhibitor for the Treatment of Brain Cancers,,NONE,UNAVAILABLE,"$468,423 ","$174,479 ","$642,902 ",14,TAMPA,FLORIDA,33612,,,Research Institutes,11/17/2022,PA16-160,11.0,2022.0,-82.4447,27.9945,HILLSBOROUGH,12057.0
1890,H. LEE MOFFITT CANCER CTR & RES INST,3736101,5R21CA267291-02,RPGs - Non SBIR/STTR,10542664,"KARRETH, FLORIAN",11861039,Characterization of the oncogenic potential of circRNAs in melanoma,,NONE,UNAVAILABLE,"$105,188 ","$72,054 ","$177,242 ",14,TAMPA,FLORIDA,33612,,,Research Institutes,12/7/2022,PAR20-292,12.0,2022.0,-82.4447,27.9945,HILLSBOROUGH,12057.0
1891,H. LEE MOFFITT CANCER CTR & RES INST,3736101,5R21CA259215-02,RPGs - Non SBIR/STTR,10543164,"CRESS, WILLIAM DOUGLAS",1896485,Molecular Drivers of Lung Cancer in Hispanics,,NONE,UNAVAILABLE,"$105,188 ","$72,054 ","$177,242 ",14,TAMPA,FLORIDA,33612,,,Research Institutes,12/28/2022,PAR18-655,12.0,2022.0,-82.4447,27.9945,HILLSBOROUGH,12057.0
